id,p,team
55608,Hamilton Masakadza,1
55354,Chamu Chibhabha,1
55787,Vusi Sibanda,1
235524,Timycen Maruma,1
55872,Malcolm Waller,1
55343,Elton Chigumbura,1
235516,Richmond Mutumbami,1
55346,Graeme Cremer,1
453289,Neville Madziva,1
55652,Tawanda Mupariwa,1
392945,Donald Tiripano,1
422108,Lokesh Rahul,2
28671,Faiz Fazal,2
290630,Manish Pandey,2
33141,Ambati Rayudu,2
290716,Kedar Jadhav,2
28081,MS Dhoni,2
554691,Axar Patel,2
277955,Dhawal Kulkarni,2
625383,Jasprit Bumrah,2
537126,Barinder Sran,2
430246,Yuzvendra Chahal,2
